game_date,season_year,team_name,opp_team_name,venue,period,clock_seconds,situation_type,goals_for,goals_against,player_name,event,event_successful,x_coord,y_coord,event_type,player_name_2,x_coord_2,y_coord_2,event_detail_1,event_detail_2,event_detail_3,frame_id_1,frame_id_2,game_seconds,away_player_1,away_position_1,away_x_1,away_y_1,away_player_2,away_position_2,away_x_2,away_y_2,away_player_3,away_position_3,away_x_3,away_y_3,away_player_4,away_position_4,away_x_4,away_y_4,away_player_5,away_position_5,away_x_5,away_y_5,home_player_1,home_position_1,home_x_1,home_y_1,home_player_2,home_position_2,home_x_2,home_y_2,home_player_3,home_position_3,home_x_3,home_y_3,home_player_4,home_position_4,home_x_4,home_y_4,home_player_5,home_position_5,home_x_5,home_y_5,away_player_6,away_position_6,away_x_6,away_y_6,home_player_6,home_position_6,home_x_6,home_y_6,away_player_7,away_position_7,away_x_7,away_y_7,home_player_7,home_position_7,home_x_7,home_y_7,away_player_10,away_position_10,away_x_10,away_y_10,away_x_8,away_y_8,away_player_9,away_position_9,away_x_9,away_y_9,home_player_10,home_position_10,home_x_10,home_y_10,home_x_8,home_y_8,home_player_9,home_position_9,home_x_9,home_y_9,away_player_8,away_position_8,home_player_8,home_position_8
8/2/2022,2021,Olympic (Women) - Finland,Olympic (Women) - Olympic Athletes from Russia,home,3,797,4 on 5,0,5,Minnamari Tuominen,Zone Entry,t,124,3,Dumped,Maria Pechnikova,,,,,,2502.0,,2803,Polina Luchnikova,Center,100.35526315766667,22.593421053,Oxana Bratishcheva,Center,122.06267856999999,48.029821428666665,Maria Pechnikova,Defense,122.66666666666667,13.46212121161905,Yelena Provorova,Defense,137.79166666875,55.958333333125,,,,,Minnamari Tuominen,Defense,102.27173076933333,4.896858974333333,Ronja Savolainen,Defense,101.135300028,76.46077375833333,Nelli Laitinen,Defense,73.38591954033333,39.628448276,Elisa Holopainen,Left Wing,106.90375,72.62899525200001,Viivi Vainikka,Center,124.45625,32.7625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Finland,Olympic (Women) - Olympic Athletes from Russia,home,3,794,5 on 4,5,0,Minnamari Tuominen,Puck Recovery,t,190,14,,,,,,,,2594.0,,2806,Polina Luchnikova,Center,154.2328913,17.323413043333336,Oxana Bratishcheva,Center,166.38,24.357239583333335,Maria Pechnikova,Defense,141.14204828333334,8.957677949199999,Yelena Provorova,Defense,167.3621124,41.488662790666666,Valeria Merkusheva,Goalie,186.71048387000002,39.378387096666664,Minnamari Tuominen,Defense,166.23772727333332,9.142727272566667,Viivi Vainikka,Center,159.1875,27.151785714333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Finland,Olympic (Women) - Olympic Athletes from Russia,home,3,794,5 on 4,5,0,Minnamari Tuominen,Play,t,190,14,Indirect,Elisa Holopainen,146.0,83.0,,,,2597.0,2661.0,2806,Polina Luchnikova,Center,154.2328913,17.323413043333336,Oxana Bratishcheva,Center,166.38,24.357239583333335,Maria Pechnikova,Defense,141.14204828333334,8.957677949199999,Yelena Provorova,Defense,167.3621124,41.488662790666666,Valeria Merkusheva,Goalie,186.71048387000002,39.378387096666664,Minnamari Tuominen,Defense,166.23772727333332,9.142727272566667,Viivi Vainikka,Center,159.1875,27.151785714333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Finland,Olympic (Women) - Olympic Athletes from Russia,home,3,790,5 on 4,5,0,Elisa Holopainen,Play,t,141,82,Direct,Nelli Laitinen,127.0,51.0,,,,2700.0,2719.0,2810,Polina Luchnikova,Center,155.81858974666665,59.367485755333334,Oxana Bratishcheva,Center,173.43055555,50.63888888866666,Maria Pechnikova,Defense,177.22161835666665,40.217491949,Yelena Provorova,Defense,179.99768230333333,58.87337478733333,Valeria Merkusheva,Goalie,184.19867647333334,45.22264705866667,Minnamari Tuominen,Defense,163.59530651666668,40.930316093,Viivi Vainikka,Center,190.23240740666668,69.69768518533333,Ronja Savolainen,Defense,165.29012346,35.582175926,Elisa Holopainen,Left Wing,138.07142857666668,79.785714285,Nelli Laitinen,Defense,129.08333333333334,60.770833333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Finland,Olympic (Women) - Olympic Athletes from Russia,home,3,790,5 on 4,5,0,Nelli Laitinen,Play,t,127,51,Direct,Elisa Holopainen,133.0,66.0,,,,2719.0,2737.0,2810,Polina Luchnikova,Center,155.81858974666665,59.367485755333334,Oxana Bratishcheva,Center,173.43055555,50.63888888866666,Maria Pechnikova,Defense,177.22161835666665,40.217491949,Yelena Provorova,Defense,179.99768230333333,58.87337478733333,Valeria Merkusheva,Goalie,184.19867647333334,45.22264705866667,Minnamari Tuominen,Defense,163.59530651666668,40.930316093,Viivi Vainikka,Center,190.23240740666668,69.69768518533333,Ronja Savolainen,Defense,165.29012346,35.582175926,Elisa Holopainen,Left Wing,138.07142857666668,79.785714285,Nelli Laitinen,Defense,129.08333333333334,60.770833333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Finland,Olympic (Women) - Olympic Athletes from Russia,home,3,787,5 on 4,5,0,Elisa Holopainen,Shot,f,172,64,Wristshot,,,,Blocked,t,f,2805.0,,2813,Polina Luchnikova,Center,156.39479166666666,50.981770833333336,Oxana Bratishcheva,Center,165.46561672,51.127851459,Maria Pechnikova,Defense,174.375,43.875,Yelena Provorova,Defense,169.55729166666666,55.676388889,Valeria Merkusheva,Goalie,184.30970588,44.575588235333335,Minnamari Tuominen,Defense,156.68611111,21.880158730333335,Viivi Vainikka,Center,180.32768616,48.181396801333335,Ronja Savolainen,Defense,170.17083333333332,49.00833333333333,Elisa Holopainen,Left Wing,158.34285714333333,62.92857142866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Finland,away,3,784,4 on 5,0,5,Yelena Provorova,Puck Recovery,t,178,81,,,,,,,,2906.0,,2816,Polina Luchnikova,Center,162.16638616333333,36.73882655566667,Oxana Bratishcheva,Center,182.70564449999998,65.76401888333334,Maria Pechnikova,Defense,183.83018437,37.216155532,Yelena Provorova,Defense,189.93806306333332,70.93963963966667,Valeria Merkusheva,Goalie,187.48475609666667,44.39786585333333,Minnamari Tuominen,Defense,165.31362161666667,41.47021764033333,Viivi Vainikka,Center,194.10833333333332,39.2,Ronja Savolainen,Defense,168.14006024,64.983433735,Elisa Holopainen,Left Wing,196.11931348666667,65.847187759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Finland,away,3,784,4 on 5,0,5,Yelena Provorova,Dump In/Out,f,178,81,,,,,,,,2906.0,,2816,Polina Luchnikova,Center,162.16638616333333,36.73882655566667,Oxana Bratishcheva,Center,182.70564449999998,65.76401888333334,Maria Pechnikova,Defense,183.83018437,37.216155532,Yelena Provorova,Defense,189.93806306333332,70.93963963966667,Valeria Merkusheva,Goalie,187.48475609666667,44.39786585333333,Minnamari Tuominen,Defense,165.31362161666667,41.47021764033333,Viivi Vainikka,Center,194.10833333333332,39.2,Ronja Savolainen,Defense,168.14006024,64.983433735,Elisa Holopainen,Left Wing,196.11931348666667,65.847187759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Finland,Olympic (Women) - Olympic Athletes from Russia,home,3,783,5 on 4,5,0,Ronja Savolainen,Puck Recovery,t,168,85,,,,,,,,2923.0,,2817,Polina Luchnikova,Center,149.10144927333334,41.06884057933333,Oxana Bratishcheva,Center,171.10714285666666,72.29761904766666,Maria Pechnikova,Defense,182.02560240666668,41.62951807233333,Yelena Provorova,Defense,179.77027027,79.027027027,Valeria Merkusheva,Goalie,187.28954351,44.672948254,Minnamari Tuominen,Defense,152.25515464,47.913659794,Viivi Vainikka,Center,191.7725,49.52383333333333,Ronja Savolainen,Defense,168.50351405666666,75.64077739666666,Elisa Holopainen,Left Wing,194.11316059666666,68.59668840033333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Finland,Olympic (Women) - Olympic Athletes from Russia,home,3,783,5 on 4,5,0,Ronja Savolainen,Play,f,168,85,Indirect,Elisa Holopainen,189.0,72.0,,,,2923.0,,2817,Polina Luchnikova,Center,149.10144927333334,41.06884057933333,Oxana Bratishcheva,Center,171.10714285666666,72.29761904766666,Maria Pechnikova,Defense,182.02560240666668,41.62951807233333,Yelena Provorova,Defense,179.77027027,79.027027027,Valeria Merkusheva,Goalie,187.28954351,44.672948254,Minnamari Tuominen,Defense,152.25515464,47.913659794,Viivi Vainikka,Center,191.7725,49.52383333333333,Ronja Savolainen,Defense,168.50351405666666,75.64077739666666,Elisa Holopainen,Left Wing,194.11316059666666,68.59668840033333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Finland,Olympic (Women) - Olympic Athletes from Russia,home,3,782,5 on 4,5,0,Viivi Vainikka,Puck Recovery,t,171,67,,,,,,,,2959.0,,2818,Polina Luchnikova,Center,136.93574879333335,46.01473429866667,Oxana Bratishcheva,Center,160.77222222333333,79.45555555533333,Maria Pechnikova,Defense,179.22439759333332,46.87048192766667,Yelena Provorova,Defense,168.95643939333334,83.003787879,Valeria Merkusheva,Goalie,186.74155405000002,44.967905405,Minnamari Tuominen,Defense,139.11082474000003,54.33118556666667,Viivi Vainikka,Center,180.28791666666666,59.8095,Ronja Savolainen,Defense,164.00394737,80.87048872199999,Elisa Holopainen,Left Wing,188.93408110333334,72.71557200133334,Nelli Laitinen,Defense,129.2708333347826,76.21875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Finland,Olympic (Women) - Olympic Athletes from Russia,home,3,781,5 on 4,5,0,Viivi Vainikka,Play,t,168,67,Direct,Elisa Holopainen,179.0,66.0,,,,2965.0,2982.0,2819,Polina Luchnikova,Center,139.30034722,50.295138889,Oxana Bratishcheva,Center,159.48611111,82.777777778,Maria Pechnikova,Defense,176.73042169000001,52.015662649999996,Yelena Provorova,Defense,165.69090909,81.12272727266667,Valeria Merkusheva,Goalie,186.03209460000002,45.27195946,Minnamari Tuominen,Defense,127.37820323666666,58.85081001466666,Viivi Vainikka,Center,169.70359848666666,69.28295454566667,Ronja Savolainen,Defense,161.33752990333332,80.26384569366668,Elisa Holopainen,Left Wing,178.73152173666668,74.768115942,Nelli Laitinen,Defense,129.01041665,78.171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Finland,Olympic (Women) - Olympic Athletes from Russia,home,3,780,5 on 4,5,0,Elisa Holopainen,Play,f,189,51,Direct,Ronja Savolainen,176.0,46.0,,,,3029.0,,2820,Polina Luchnikova,Center,151.43368055666667,49.50555555566667,Oxana Bratishcheva,Center,162.88782051666666,75.17307692333334,Maria Pechnikova,Defense,177.8125,53.377976190666665,Yelena Provorova,Defense,173.11931818333332,76.26931818166666,Valeria Merkusheva,Goalie,186.52185839,45.19011318966667,Minnamari Tuominen,Defense,123.69047619999999,57.61904762,Viivi Vainikka,Center,158.64816433666667,63.11239801866667,Ronja Savolainen,Defense,164.75764244666667,70.25060019200001,Elisa Holopainen,Left Wing,181.125,64.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Finland,Olympic (Women) - Olympic Athletes from Russia,home,3,776,5 on 4,5,0,Minnamari Tuominen,Puck Recovery,t,139,5,,,,,,,,3140.0,,2824,Polina Luchnikova,Center,188.50723118666667,51.18327957033333,Oxana Bratishcheva,Center,180.78537736,48.943396226333334,Maria Pechnikova,Defense,180.19738095,40.918095238,Yelena Provorova,Defense,175.22013889,46.503472222333336,Valeria Merkusheva,Goalie,183.60568182,39.78522727266667,Viivi Vainikka,Center,178.53125,19.5625,Ronja Savolainen,Defense,177.15065476333334,40.109702381000005,Elisa Holopainen,Left Wing,185.52083333333334,63.208333333000006,Minnamari Tuominen,Defense,141.43409091,12.9113636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Finland,Olympic (Women) - Olympic Athletes from Russia,home,3,771,5 on 4,5,0,Minnamari Tuominen,Shot,f,135,52,Wristshot,,,,Missed,t,f,3273.0,,2829,Polina Luchnikova,Center,140.16350806666665,43.665725806666664,Oxana Bratishcheva,Center,163.85833333333332,47.049166666666665,Maria Pechnikova,Defense,167.45558823666667,31.495751633999998,Yelena Provorova,Defense,175.98706896666667,47.89901477866667,Valeria Merkusheva,Goalie,185.30251020333333,42.70827551,Ronja Savolainen,Defense,177.02162146333333,41.64316384233334,Elisa Holopainen,Left Wing,144.98006912666668,58.279723502,Minnamari Tuominen,Defense,131.47488739333332,49.32713963933334,Nelli Laitinen,Defense,154.57241099666666,19.288160733666665,Viivi Vainikka,Center,187.19285714333333,35.45357142866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Finland,away,3,769,4 on 5,0,5,Oxana Bratishcheva,Puck Recovery,t,180,51,,,,,,,,3348.0,,2831,Polina Luchnikova,Center,151.97354848666666,55.503499852333334,Oxana Bratishcheva,Center,172.05208333333334,52.541666666666664,Maria Pechnikova,Defense,175.77027027,36.50675675666666,Yelena Provorova,Defense,183.53448276,51.588362069,Valeria Merkusheva,Goalie,186.55208333000002,44.364583333333336,Ronja Savolainen,Defense,182.85060975666664,48.40853658533333,Elisa Holopainen,Left Wing,154.63974359,66.669551282,Nelli Laitinen,Defense,156.66441441666666,28.50810810833333,Viivi Vainikka,Center,186.08779762,38.662202381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Finland,away,3,768,4 on 5,0,5,Oxana Bratishcheva,Dump In/Out,t,180,67,,,,,,,,3387.0,,2832,Polina Luchnikova,Center,157.51183226333333,51.185496795,Oxana Bratishcheva,Center,180.52022059,53.36580882366666,Maria Pechnikova,Defense,183.42471042666665,39.65347490333333,Yelena Provorova,Defense,191.09310344666667,53.803438697333334,Valeria Merkusheva,Goalie,187.31965488666668,44.49768518533333,Ronja Savolainen,Defense,188.63313007999997,52.90548780466667,Elisa Holopainen,Left Wing,160.82692307666667,70.50961538466666,Nelli Laitinen,Defense,163.97774244666667,30.465421303666666,Viivi Vainikka,Center,185.63630952666665,39.13869047633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Finland,away,3,765,4 on 5,0,5,Polina Luchnikova,Puck Recovery,t,121,72,,,,,,,,,,2835,Polina Luchnikova,Center,137.05681818,62.625,Oxana Bratishcheva,Center,161.71715277666667,76.55555555566666,,,,,,,,,,,,,Elisa Holopainen,Left Wing,164.56408250666667,82.21301564766667,Nelli Laitinen,Defense,133.92396907666665,42.90592783500001,Viivi Vainikka,Center,162.50679205333333,51.106844305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Finland,away,3,765,4 on 5,0,5,Polina Luchnikova,Dump In/Out,f,121,72,,,,,,,,,,2835,Polina Luchnikova,Center,137.05681818,62.625,Oxana Bratishcheva,Center,161.71715277666667,76.55555555566666,,,,,,,,,,,,,Elisa Holopainen,Left Wing,164.56408250666667,82.21301564766667,Nelli Laitinen,Defense,133.92396907666665,42.90592783500001,Viivi Vainikka,Center,162.50679205333333,51.106844305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Switzerland,Olympic (Women) - Olympic Athletes from Russia,away,1,748,5 on 4,0,0,Alina Muller,Faceoff Win,t,31,21,Backhand,Oxana Bratishcheva,,,,,,,,452,Keely Moy,Center,31.534632079583332,17.40146901125,Phoebe Staenz,Center,31.12306346,30.86206781,Alina Muller,Center,41.328645699166664,13.91266496625,Lara Christen,Defense,60.85434968041667,15.123013004166665,,,,,Yulia Smirnova,Defense,27.253729037916667,17.256878582083335,Oxana Bratishcheva,Center,34.09718242416667,26.42101910291667,Valeria Merkusheva,Goalie,14.448719798333334,38.59821055333334,Polina Luchnikova,Center,43.84701804083334,36.70847782291667,Yelena Provorova,Defense,29.475544364166666,32.58734930166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Switzerland,Olympic (Women) - Olympic Athletes from Russia,away,1,748,5 on 4,0,0,Lara Christen,Puck Recovery,t,60,12,,,,,,,,5.0,,452,Keely Moy,Center,31.534632079583332,17.40146901125,Phoebe Staenz,Center,31.12306346,30.86206781,Alina Muller,Center,41.328645699166664,13.91266496625,Lara Christen,Defense,60.85434968041667,15.123013004166665,,,,,Yulia Smirnova,Defense,27.253729037916667,17.256878582083335,Oxana Bratishcheva,Center,34.09718242416667,26.42101910291667,Valeria Merkusheva,Goalie,14.448719798333334,38.59821055333334,Polina Luchnikova,Center,43.84701804083334,36.70847782291667,Yelena Provorova,Defense,29.475544364166666,32.58734930166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Switzerland,Olympic (Women) - Olympic Athletes from Russia,away,1,748,5 on 4,0,0,Lara Christen,Play,t,60,15,Direct,Lara Stalder,65.0,48.0,,,,20.0,39.0,452,Keely Moy,Center,31.534632079583332,17.40146901125,Phoebe Staenz,Center,31.12306346,30.86206781,Alina Muller,Center,41.328645699166664,13.91266496625,Lara Christen,Defense,60.85434968041667,15.123013004166665,,,,,Yulia Smirnova,Defense,27.253729037916667,17.256878582083335,Oxana Bratishcheva,Center,34.09718242416667,26.42101910291667,Valeria Merkusheva,Goalie,14.448719798333334,38.59821055333334,Polina Luchnikova,Center,43.84701804083334,36.70847782291667,Yelena Provorova,Defense,29.475544364166666,32.58734930166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Switzerland,Olympic (Women) - Olympic Athletes from Russia,away,1,747,5 on 4,0,0,Lara Stalder,Play,t,63,49,Direct,Lara Christen,63.0,40.0,,,,52.0,85.0,453,Keely Moy,Center,28.275830508000002,25.245773121666666,Alina Muller,Center,53.26326816,10.916008215,Lara Christen,Defense,65.68431447333333,23.571748582666665,Phoebe Staenz,Center,34.966563454,33.388339011333336,Lara Stalder,Center,66.80584836857143,47.485092717499995,Oxana Bratishcheva,Center,36.835960547,33.86193823266667,Valeria Merkusheva,Goalie,14.128822590666665,39.84663260966667,Polina Luchnikova,Center,54.711366278,38.469707957333334,Yelena Provorova,Defense,29.049028862666667,38.00897994066667,Yulia Smirnova,Defense,23.529533287333333,24.645445768333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Switzerland,Olympic (Women) - Olympic Athletes from Russia,away,1,746,5 on 4,0,0,Lara Christen,Play,t,63,40,Direct,Alina Muller,53.0,26.0,,,,85.0,101.0,454,Keely Moy,Center,22.572129355666668,38.13493639066667,Alina Muller,Center,62.68876499966667,17.368199366666666,Lara Christen,Defense,67.57676521466666,33.480179536,Phoebe Staenz,Center,35.775872211666666,39.71230914766667,Lara Stalder,Center,57.66733295466667,55.004288853000006,Oxana Bratishcheva,Center,40.93976069833333,40.093593350666666,Valeria Merkusheva,Goalie,14.091413299666666,41.08323405766667,Polina Luchnikova,Center,51.543654526,49.317622738,Yelena Provorova,Defense,30.499146603,45.88063012966666,Yulia Smirnova,Defense,21.391806565333333,35.840638197666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Switzerland,Olympic (Women) - Olympic Athletes from Russia,away,1,745,5 on 4,0,0,Alina Muller,Play,t,53,26,Direct,Lara Christen,66.0,45.0,,,,103.0,133.0,455,Keely Moy,Center,19.439279347000003,43.30951558766667,Alina Muller,Center,55.38367253533333,24.653874251999998,Lara Christen,Defense,66.931110076,41.069007774333336,Phoebe Staenz,Center,32.52546674933333,39.756197136999994,Lara Stalder,Center,44.711234344,58.41950799133333,Oxana Bratishcheva,Center,43.87609006433333,35.38728051666667,Valeria Merkusheva,Goalie,13.902481968,39.55413560266666,Polina Luchnikova,Center,44.94487086,49.873551668333334,Yelena Provorova,Defense,26.932447160666666,47.093929808333336,Yulia Smirnova,Defense,20.684033757333335,38.505013655999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Switzerland,Olympic (Women) - Olympic Athletes from Russia,away,1,743,5 on 4,0,0,Lara Christen,Play,t,63,46,Direct,Lara Stalder,40.0,69.0,,,,154.0,177.0,457,Alina Muller,Center,52.52707019466666,18.70152122,Phoebe Staenz,Center,29.82779408,40.49953498033334,Keely Moy,Center,16.96752692766667,43.316457197999995,Lara Stalder,Center,36.474173560000004,65.41080130466666,Lara Christen,Defense,66.36788563033333,42.516990594666666,Yelena Provorova,Defense,26.943613408666668,48.642218529000004,Yulia Smirnova,Defense,22.638152057333333,38.54607815633334,Polina Luchnikova,Center,45.60477935166667,44.49010679,Oxana Bratishcheva,Center,33.736905277333335,33.23008179566667,Valeria Merkusheva,Goalie,14.745982892333334,40.97233469166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Switzerland,Olympic (Women) - Olympic Athletes from Russia,away,1,742,5 on 4,0,0,Lara Stalder,Play,t,58,70,Direct,Lara Christen,72.0,48.0,,,,220.0,246.0,458,Alina Muller,Center,60.825553922333334,22.230208579666666,Phoebe Staenz,Center,30.732377800666665,42.16431952966666,Keely Moy,Center,15.605722623333333,45.133832866666665,Lara Stalder,Center,47.386499150999995,66.89971922733334,Lara Christen,Defense,66.5863642,43.347690024,Yelena Provorova,Defense,26.69585224,51.754576285,Yulia Smirnova,Defense,20.366527828333332,40.348114966000004,Polina Luchnikova,Center,47.598945411,45.602556480333334,Oxana Bratishcheva,Center,30.856756827,39.432106643333334,Valeria Merkusheva,Goalie,13.78015676,43.07446858433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Switzerland,Olympic (Women) - Olympic Athletes from Russia,away,1,739,5 on 4,0,0,Lara Christen,Play,t,72,48,Direct,Alina Muller,63.0,23.0,,,,273.0,294.0,461,Phoebe Staenz,Center,33.61400455366667,41.29454206166667,Lara Stalder,Center,61.37791464633334,71.48630778833333,Lara Christen,Defense,74.12448253666666,45.91578066666667,Alina Muller,Center,70.01307135533334,23.193400601333334,Keely Moy,Center,14.753777121428572,40.70410112285714,Yelena Provorova,Defense,29.016276071333333,50.85619912733333,Polina Luchnikova,Center,55.67247431933333,45.871859837,Oxana Bratishcheva,Center,32.768705458333336,37.512474852666664,Yulia Smirnova,Defense,19.598356465,38.17745233083333,Valeria Merkusheva,Goalie,12.716307008,39.966371374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Switzerland,Olympic (Women) - Olympic Athletes from Russia,away,1,735,5 on 4,0,0,Alina Muller,Play,t,71,60,Direct,Lara Stalder,65.0,39.0,,,,409.0,426.0,465,Phoebe Staenz,Center,48.971682691666665,46.678945931,Lara Stalder,Center,74.44990059533333,46.03944324233333,Alina Muller,Center,68.13706228266666,56.136185333,Lara Christen,Defense,49.02894517166667,24.696982676,,,,,Yelena Provorova,Defense,30.13869881133333,50.09065622866667,Polina Luchnikova,Center,64.412973756,53.88495080033333,Oxana Bratishcheva,Center,37.2827184,42.70512021933334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Switzerland,Olympic (Women) - Olympic Athletes from Russia,away,1,734,5 on 4,0,0,Lara Stalder,Shot,f,65,39,Slapshot,,,,Missed,t,t,426.0,,466,Phoebe Staenz,Center,49.80990693333333,50.92003286466667,Lara Stalder,Center,68.2350082217647,38.20495822352941,Alina Muller,Center,68.02384238529412,58.31831570647059,Lara Christen,Defense,37.44949192966667,23.386975951666667,Keely Moy,Center,16.502409608666667,42.590857709333335,Yelena Provorova,Defense,29.919993061333333,48.40491394666667,Polina Luchnikova,Center,63.95813351529412,55.087320410588234,Oxana Bratishcheva,Center,39.646576103,41.51561404466667,Yulia Smirnova,Defense,24.222467564736842,36.22143260736842,Valeria Merkusheva,Goalie,15.40892541076923,40.093625219230766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Switzerland,Olympic (Women) - Olympic Athletes from Russia,away,1,733,5 on 4,0,0,Keely Moy,Puck Recovery,t,14,57,,,,,,,,477.0,,467,Lara Christen,Defense,26.037289941999997,28.826919516666667,Keely Moy,Center,16.90317801466667,46.79178813466667,Phoebe Staenz,Center,34.88046266538461,51.56866518846154,,,,,,,,,Yulia Smirnova,Defense,21.134962657333336,37.522845358000005,Yelena Provorova,Defense,24.978299057666668,47.807950827666666,Oxana Bratishcheva,Center,35.374777375,36.436798065,Valeria Merkusheva,Goalie,14.967271236666667,40.531091446666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Switzerland,Olympic (Women) - Olympic Athletes from Russia,away,1,733,5 on 4,0,0,Keely Moy,Shot,f,14,57,Snapshot,,,,Missed,f,f,477.0,,467,Lara Christen,Defense,26.037289941999997,28.826919516666667,Keely Moy,Center,16.90317801466667,46.79178813466667,Phoebe Staenz,Center,34.88046266538461,51.56866518846154,,,,,,,,,Yulia Smirnova,Defense,21.134962657333336,37.522845358000005,Yelena Provorova,Defense,24.978299057666668,47.807950827666666,Oxana Bratishcheva,Center,35.374777375,36.436798065,Valeria Merkusheva,Goalie,14.967271236666667,40.531091446666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,730,4 on 5,0,0,Yulia Smirnova,Puck Recovery,t,2,40,,,,,,,,546.0,,470,Lara Christen,Defense,6.108237581,29.94354604866667,Keely Moy,Center,2.446005937666667,47.467168943333334,Phoebe Staenz,Center,3.737935901,42.775351449666665,,,,,,,,,Yulia Smirnova,Defense,2.163084886,36.072611562666665,Valeria Merkusheva,Goalie,13.57345955,41.451219052000006,Oxana Bratishcheva,Center,4.6577742048,28.425004529333332,Yelena Provorova,Defense,6.4069534811,48.667097960999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
