game_date,season_year,team_name,opp_team_name,venue,period,clock_seconds,situation_type,goals_for,goals_against,player_name,event,high_danger_unblocked,high_danger_within_four,event_successful,x_coord,y_coord,distance_to_attacking_net,event_type,player_name_2,x_coord_2,y_coord_2,distance_to_net_attacking_net_2,event_detail_1,event_detail_2,event_detail_3,game_seconds,away_player_1,away_position_1,away_x_1,away_y_1,away_player_2,away_position_2,away_x_2,away_y_2,away_player_3,away_position_3,away_x_3,away_y_3,away_player_4,away_position_4,away_x_4,away_y_4,away_player_5,away_position_5,away_x_5,away_y_5,home_player_1,home_position_1,home_x_1,home_y_1,home_player_2,home_position_2,home_x_2,home_y_2,home_player_3,home_position_3,home_x_3,home_y_3,home_player_4,home_position_4,home_x_4,home_y_4,home_player_5,home_position_5,home_x_5,home_y_5,away_player_6,away_position_6,away_x_6,away_y_6,home_player_6,home_position_6,home_x_6,home_y_6,away_player_7,away_position_7,away_x_7,away_y_7,home_player_7,home_position_7,home_x_7,home_y_7,away_player_10,away_position_10,away_x_10,away_y_10,away_player_8,away_position_8,away_x_8,away_y_8,away_player_9,away_position_9,away_x_9,away_y_9,home_player_10,home_position_10,home_x_10,home_y_10,home_player_8,home_position_8,home_x_8,home_y_8,home_player_9,home_position_9,home_x_9,home_y_9
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,179,5 on 4,2,3,Cayla Barnes,Shot,1,1,f,162,24,32.7299557,Slapshot,,,,,On Net,f,t,2221,Emily Clark,Center,180.0664063,20.1875,Ashton Bell,Defense,175.74375,12.40125,Renata Fast,Defense,168.1467514,32.60734463,Ann-Renee Desbiens,Goalie,183.5929487,42.45833333,Marie-Philip Poulin,Center,150.6526786,20.80089286,Jincy Dunne,Defense,142.5839744,19.55897436,Abby Roque,Center,164.7619048,13.85119048,Amanda Kessel,Center,175.8531977,21.61627907,Alex Carpenter,Left Wing,164.5617992,29.06998044,Cayla Barnes,Defense,159.5697115,55.63221154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,170,5 on 4,2,3,Alex Carpenter,Puck Recovery,,0,t,179,1,42.68782028,,,,,,,,,2230,Emily Clark,Center,170.00625,63.34583333,Ashton Bell,Defense,184.3404762,68.57690476,Renata Fast,Defense,181.5023585,81.94339623,Ann-Renee Desbiens,Goalie,187.8448276,44.8362069,Marie-Philip Poulin,Center,187.9461538,79.05384615,Abby Roque,Center,186.5456614,77.85799719,Amanda Kessel,Center,189.7956081,77.05067568,Alex Carpenter,Left Wing,175.6744841,80.68738274,Jincy Dunne,Defense,167.1733333,51.72583333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,170,5 on 4,2,3,Alex Carpenter,Play,,0,t,179,1,42.68782028,Direct,Cayla Barnes,144,1,61.2147858,,,,2230,Emily Clark,Center,170.00625,63.34583333,Ashton Bell,Defense,184.3404762,68.57690476,Renata Fast,Defense,181.5023585,81.94339623,Ann-Renee Desbiens,Goalie,187.8448276,44.8362069,Marie-Philip Poulin,Center,187.9461538,79.05384615,Abby Roque,Center,186.5456614,77.85799719,Amanda Kessel,Center,189.7956081,77.05067568,Alex Carpenter,Left Wing,175.6744841,80.68738274,Jincy Dunne,Defense,167.1733333,51.72583333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,169,5 on 4,2,3,Cayla Barnes,Play,,0,t,144,1,61.2147858,Direct,Jincy Dunne,135,40,54.05783939,,,,2231,Emily Clark,Center,165.6095833,73.53416667,Ashton Bell,Defense,180.5,69.78125,Renata Fast,Defense,182.3826773,81.58902082,Marie-Philip Poulin,Center,189.3307692,77.66923077,,,,,Abby Roque,Center,184.3260747,80.69598416,Amanda Kessel,Center,191.1131757,76.84797297,Alex Carpenter,Left Wing,173.5277644,81.31802885,Jincy Dunne,Defense,159.7905128,59.83153846,Cayla Barnes,Defense,137.9416667,83.65833334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,166,5 on 4,2,3,Jincy Dunne,Shot,0,0,f,152,61,41.36725758,Snapshot,,,,,Blocked,t,f,2234,Emily Clark,Center,149.5325,53.215,Ashton Bell,Defense,161.4015152,40.80587121,Renata Fast,Defense,174.230198,52.51113861,Marie-Philip Poulin,Center,184.5357359,58.8609879,Ann-Renee Desbiens,Goalie,183.725,42.075,Abby Roque,Center,171.4191919,57.16161616,Amanda Kessel,Center,188.640625,66.1328125,Alex Carpenter,Left Wing,160.9672131,63.59631148,Jincy Dunne,Defense,142.861875,31.5025,Cayla Barnes,Defense,134.0459184,74.87755102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,164,5 on 4,2,3,Jincy Dunne,Puck Recovery,,0,t,158,60,35.59845502,,,,,,,,,2236,Emily Clark,Center,164.49,39.335,Ashton Bell,Defense,169.75625,30,Renata Fast,Defense,170.2929825,34.40362487,Marie-Philip Poulin,Center,168.0721154,43.85977564,Ann-Renee Desbiens,Goalie,183.9434783,41.96304348,Abby Roque,Center,169.8415404,34.59191919,Amanda Kessel,Center,186.7573529,59.38235294,Alex Carpenter,Left Wing,171.00625,47.940625,Jincy Dunne,Defense,157.2783333,20.89533333,Cayla Barnes,Defense,154.025,57.8875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,164,5 on 4,2,3,Jincy Dunne,Play,,0,f,158,60,35.59845502,Direct,Cayla Barnes,154,30,,,,,2236,Emily Clark,Center,164.49,39.335,Ashton Bell,Defense,169.75625,30,Renata Fast,Defense,170.2929825,34.40362487,Marie-Philip Poulin,Center,168.0721154,43.85977564,Ann-Renee Desbiens,Goalie,183.9434783,41.96304348,Abby Roque,Center,169.8415404,34.59191919,Amanda Kessel,Center,186.7573529,59.38235294,Alex Carpenter,Left Wing,171.00625,47.940625,Jincy Dunne,Defense,157.2783333,20.89533333,Cayla Barnes,Defense,154.025,57.8875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,155,5 on 4,2,3,Cayla Barnes,Puck Recovery,,0,t,16,44,173.0065028,,,,,,,,,2245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,153,5 on 4,2,4,Megan Keller,Puck Recovery,,0,t,83,26,107.2765119,,,,,,,,,2247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,3,544,5 on 4,2,4,Hilary Knight,Puck Recovery,,0,t,32,14,35.40127116,,,,,,,,,3056,Emily Clark,Center,28.1299923,42.19404905,,,26.51997016,31.79405988,Ann-Renee Desbiens,Goalie,13.28798216,38.39108512,Mich Zandee-Hart,Defense,28.1774095,15.19838414,Blayre Turnbull,Center,31.89999321,21.67812722,Hannah Brandt,Center,33.85085055,21.90164399,,,29.39334192,27.87547891,Hilary Knight,Center,32.04064492,14.96494654,Cayla Barnes,Defense,53.09735557,11.59072079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,3,544,5 on 4,2,4,Hilary Knight,Play,,0,t,32,14,35.40127116,Direct,Cayla Barnes,60,5,61.70291727,,,,3056,Emily Clark,Center,28.1299923,42.19404905,,,26.51997016,31.79405988,Ann-Renee Desbiens,Goalie,13.28798216,38.39108512,Mich Zandee-Hart,Defense,28.1774095,15.19838414,Blayre Turnbull,Center,31.89999321,21.67812722,Hannah Brandt,Center,33.85085055,21.90164399,,,29.39334192,27.87547891,Hilary Knight,Center,32.04064492,14.96494654,Cayla Barnes,Defense,53.09735557,11.59072079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,3,541,5 on 4,2,4,Cayla Barnes,Play,,0,t,70,22,62.45998719,Direct,Hilary Knight,43,5,49.29756586,,,,3059,Emily Clark,Center,42.33332537,44.49179597,,,21.42645806,36.46893827,Ann-Renee Desbiens,Goalie,12.95869377,39.04991166,Mich Zandee-Hart,Defense,35.7413505,25.88254146,Blayre Turnbull,Center,54.26781825,23.68323056,Hilary Knight,Center,43.20469951,11.85422676,Cayla Barnes,Defense,69.07746514,20.24462904,Hannah Brandt,Center,35.81558349,16.9581151,,,64.16704242,52.92716437,,,16.27053763,34.24017094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,3,532,5 on 4,2,4,Savannah Harmon,Puck Recovery,,0,t,91,49,80.26362813,,,,,,,,,3068,Emily Clark,Center,90.14353461,41.94166811,,,,,,,,,,,,,,,,,Savannah Harmon,Defense,94.45912576,45.64784794,Cayla Barnes,Defense,91.59081517,43.08617999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,3,529,5 on 4,2,4,Savannah Harmon,Play,,0,t,164,27,153.7831265,Direct,Cayla Barnes,153,61,143.2000349,,,,3071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,3,526,5 on 4,2,4,Cayla Barnes,Play,,0,t,134,68,125.6154847,Direct,Kendall Coyne Schofield,85,11,80.4254313,,,,3074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,3,524,4 on 5,4,2,Kendall Coyne Schofield,Zone Entry,,0,t,75,6,73.67665845,Carried,Erin Ambrose,,,,,,,3076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,3,524,5 on 4,2,4,Kendall Coyne Schofield,Play,,0,t,43,5,49.29756586,Direct,Hannah Brandt,60,6,61.10032733,,,,3076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,3,522,5 on 4,2,4,Hannah Brandt,Play,,0,t,60,6,61.10032733,Direct,Cayla Barnes,65,30,55.42788107,,,,3078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,3,521,5 on 4,2,4,Cayla Barnes,Play,,0,t,65,30,55.42788107,Direct,Savannah Harmon,37,63,33.10966626,,,,3079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,3,519,5 on 4,2,4,Savannah Harmon,Shot,0,0,f,32,53,23.47871376,Wristshot,,,,,Blocked,t,f,3081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,3,517,5 on 4,2,4,Cayla Barnes,Puck Recovery,,0,t,47,65,42.45291509,,,,,,,,,3083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,3,512,5 on 4,2,4,Cayla Barnes,Play,,0,t,19,19,24.82438317,Direct,Savannah Harmon,70,39,59.10372239,,,,3088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,3,508,5 on 4,2,4,Savannah Harmon,Play,,0,t,57,68,52.59515187,Direct,Cayla Barnes,64,46,53.11544032,,,,3092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,3,505,5 on 4,2,4,Cayla Barnes,Play,,0,t,68,76,66.11542936,Direct,Savannah Harmon,25,81,40.96644969,,,,3095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,3,503,5 on 4,2,4,Savannah Harmon,Play,,0,t,25,81,40.96644969,Indirect,Hilary Knight,2,41,9.124143795,,,,3097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,3,501,5 on 4,2,4,Hilary Knight,Play,,0,t,3,29,15.69235483,Indirect,Hannah Brandt,34,5,43.99147645,,,,3099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,3,499,5 on 4,2,4,Hannah Brandt,Play,,1,t,34,5,43.99147645,Indirect,Hilary Knight,20,5,38.5648804,,,,3101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,3,498,5 on 4,2,4,Hilary Knight,Play,,1,t,20,5,38.5648804,Direct,Hannah Brandt,19,14,29.60152023,,,,3102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,3,497,5 on 4,2,4,Hannah Brandt,Play,,1,t,16,13,29.9207286,Direct,Hilary Knight,19,8,35.41539213,,,,3103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,3,495,5 on 4,2,4,Hilary Knight,Play,,1,t,23,6,38.42199891,Direct,Cayla Barnes,65,24,57.08108268,,,,3105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,3,492,5 on 4,2,4,Cayla Barnes,Shot,1,1,f,56,50,45.62071898,Wristshot,,,,,On Net,t,f,3108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,3,489,5 on 4,2,4,Hannah Brandt,Puck Recovery,,0,t,5,20,23.28626204,,,,,,,,,3111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,3,487,5 on 4,2,4,Hannah Brandt,Play,,0,t,21,8,35.92005011,Direct,Cayla Barnes,59,34,48.74679477,,,,3113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,3,485,5 on 4,2,4,Cayla Barnes,Shot,0,0,f,57,25,49.21635907,Wristshot,,,,,Blocked,t,f,3115,Ann-Renee Desbiens,Goalie,15.60456713,42.55491563,Erin Ambrose,Defense,23.0645935,35.10203252,Mich Zandee-Hart,Defense,24.92642857,43.15959821,Blayre Turnbull,Center,37.60092105,38.29832237,Emily Clark,Center,39.0995098,24.66691177,Kendall Coyne Schofield,Center,25.29365606,40.91849396,Hannah Brandt,Center,44.31789813,7.027761837,Hilary Knight,Center,13.53963415,30.17073171,Savannah Harmon,Defense,40.4375,64.40625,Cayla Barnes,Defense,60.72766129,24.02064516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,3,482,5 on 4,2,4,Savannah Harmon,Puck Recovery,,0,t,33,62,29.39812919,,,,,,,,,3118,Ann-Renee Desbiens,Goalie,14.75384615,43.87679487,Erin Ambrose,Defense,22.5673913,44.2548913,Mich Zandee-Hart,Defense,19.09752716,50.47288451,Blayre Turnbull,Center,29.254682,45.11585596,Emily Clark,Center,36.68465909,53.35795455,Kendall Coyne Schofield,Center,17.65948276,46.6012931,Hilary Knight,Center,21.78125,41.3125,Savannah Harmon,Defense,31.99342105,56.39364035,Cayla Barnes,Defense,60.3046875,34.984375,Hannah Brandt,Center,67.19598531,35.09612462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,1,192,5 on 4,0,1,Cayla Barnes,Puck Recovery,,0,t,93,60,83.8465861,,,,,,,,,1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,1,191,5 on 4,0,1,Cayla Barnes,Play,,0,f,109,64,100.3307032,Direct,Amanda Kessel,77,18,,,,,1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,1,184,5 on 4,0,1,Abby Roque,Puck Recovery,,0,t,112,68,104.1693333,,,,,,,,,1016,,,,,,,,,,,,,,,,,,,,,Anni Keisala,Goalie,11.2571656,56.86246964,Nelli Laitinen,Defense,42.55484384,31.70153422,Elisa Holopainen,Left Wing,46.68220636,48.47827492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,1,182,4 on 5,1,0,Abby Roque,Zone Entry,,0,t,75,64,67.51481319,Carried,Jocelyne Larocque,,,,,,,1018,Veronika Korzhakova,Center,61.69253465,29.50769024,,,,,,,,,,,,,,,,,Anni Keisala,Goalie,8.082587881,47.36457282,Elisa Holopainen,Left Wing,45.10017178,72.70686416,Minnamari Tuominen,Defense,35.3522464,40.99387434,Ronja Savolainen,Defense,48.48925106,56.51588976,Nelli Laitinen,Defense,51.48828172,12.10078586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,1,182,5 on 4,0,1,Abby Roque,Play,,0,t,71,62,63.08922253,Direct,Amanda Kessel,66,33,55.81442466,,,,1018,Veronika Korzhakova,Center,61.69253465,29.50769024,,,,,,,,,,,,,,,,,Anni Keisala,Goalie,8.082587881,47.36457282,Elisa Holopainen,Left Wing,45.10017178,72.70686416,Minnamari Tuominen,Defense,35.3522464,40.99387434,Ronja Savolainen,Defense,48.48925106,56.51588976,Nelli Laitinen,Defense,51.48828172,12.10078586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,1,180,5 on 4,0,1,Amanda Kessel,Play,,0,t,46,17,43.30415684,Direct,Alex Carpenter,53,37,42.35858827,,,,1020,Veronika Korzhakova,Center,83.41453305,28.99635513,,,,,,,,,,,,,,,,,Minnamari Tuominen,Defense,48.22004391,37.2756755,Ronja Savolainen,Defense,70.84712277,71.6429397,Nelli Laitinen,Defense,84.93403513,14.08337091,Elisa Holopainen,Left Wing,85.12623854,77.68371153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,1,177,5 on 4,0,1,Alex Carpenter,Puck Recovery,,0,t,57,3,60.63208721,,,,,,,,,1023,Maria Batalova,Center,134.4811708,16.36561832,Anna Savonina,Defense,156.0493429,34.8776413,Oxana Bratishcheva,Center,139.1560208,52.71396426,Maria Sorokina,Goalie,183.709699,39.4838781,,,,,Viivi Vainikka,Center,140.7717779,31.34241345,Elisa Holopainen,Left Wing,124.3074413,78.65731,Nelli Laitinen,Defense,126.9230769,10.15384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,1,177,5 on 4,0,1,Alex Carpenter,Play,,0,t,57,3,60.63208721,Indirect,Amanda Kessel,44,5,49.95247742,,,,1023,Maria Batalova,Center,134.4811708,16.36561832,Anna Savonina,Defense,156.0493429,34.8776413,Oxana Bratishcheva,Center,139.1560208,52.71396426,Maria Sorokina,Goalie,183.709699,39.4838781,,,,,Viivi Vainikka,Center,140.7717779,31.34241345,Elisa Holopainen,Left Wing,124.3074413,78.65731,Nelli Laitinen,Defense,126.9230769,10.15384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,1,172,5 on 4,0,1,Amanda Kessel,Play,,0,t,31,4,43.38490521,Indirect,Cayla Barnes,62,13,58.91731494,,,,1028,Anna Savonina,Defense,177.7237106,37.95469183,Maria Sorokina,Goalie,185.3054378,39.11157917,Maria Batalova,Center,167.8366688,24.59903946,Veronika Korzhakova,Center,159.3619676,32.25525398,Oxana Bratishcheva,Center,170.1210876,42.22407002,Viivi Vainikka,Center,177.7917483,22.49385022,Nelli Laitinen,Defense,160.0227136,12.11422025,Ronja Savolainen,Defense,180.6847667,38.64843319,Elisa Holopainen,Left Wing,150.7107507,63.67075655,Minnamari Tuominen,Defense,132.912813,36.90304354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,1,169,5 on 4,0,1,Cayla Barnes,Play,,0,t,61,19,55.24717187,Direct,Kelly Pannek,49,57,40.67247226,,,,1031,Maria Sorokina,Goalie,184.7097012,43.43703541,Maria Batalova,Center,178.0496972,40.58313386,Anna Savonina,Defense,191.8121179,51.38094691,Oxana Bratishcheva,Center,176.3942117,55.31801807,Veronika Korzhakova,Center,163.7578082,46.17776559,Viivi Vainikka,Center,184.3728533,39.8097554,Nelli Laitinen,Defense,160.9683321,26.74129909,Ronja Savolainen,Defense,186.2532496,50.84012197,Elisa Holopainen,Left Wing,159.8319354,59.72262078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,1,167,5 on 4,0,1,Kelly Pannek,Shot,0,0,f,44,55,35.28809998,Snapshot,,,,,Blocked,t,f,1033,Maria Sorokina,Goalie,184.6887002,41.74522979,Oxana Bratishcheva,Center,169.7128594,73.05259305,Maria Batalova,Center,174.9908498,47.65431429,Anna Savonina,Defense,180.0164517,70.50950766,Veronika Korzhakova,Center,162.7652173,50.86358911,Viivi Vainikka,Center,189.0864802,45.140658,Ronja Savolainen,Defense,180.5669468,69.37150996,Elisa Holopainen,Left Wing,166.7995502,75.08601164,Nelli Laitinen,Defense,155.8714045,20.19866302,Minnamari Tuominen,Defense,130.0962756,70.67693916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,1,165,5 on 4,0,1,Alex Carpenter,Puck Recovery,,0,t,4,67,25.48038461,,,,,,,,,1035,Anna Savonina,Defense,157.2687314,70.70898754,Oxana Bratishcheva,Center,143.0746551,69.35732526,Maria Batalova,Center,166.3548925,41.58908595,Veronika Korzhakova,Center,153.0567068,48.93381693,Maria Sorokina,Goalie,180.4269658,42.26650289,Ronja Savolainen,Defense,156.9605023,57.29062107,Elisa Holopainen,Left Wing,145.325165,75.89970075,Viivi Vainikka,Center,172.5870175,44.331448,Minnamari Tuominen,Defense,128.24274,74.06478722,Nelli Laitinen,Defense,137.6326104,27.65456342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,1,164,5 on 4,0,1,Alex Carpenter,Play,,0,t,7,74,31.75295262,Indirect,Kelly Pannek,53,83,58.34595102,,,,1036,Anna Savonina,Defense,165.0666758,68.53120642,Oxana Bratishcheva,Center,140.6275672,63.49691309,Maria Sorokina,Goalie,182.2266943,41.87135813,Maria Batalova,Center,174.5306926,42.24911137,Veronika Korzhakova,Center,155.7006986,43.04825684,Viivi Vainikka,Center,179.3089788,42.3412731,Nelli Laitinen,Defense,139.1010672,24.93556007,Minnamari Tuominen,Defense,133.9310055,67.71232344,Elisa Holopainen,Left Wing,142.2916457,73.94651326,Ronja Savolainen,Defense,162.6227769,49.237636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,1,162,5 on 4,0,1,Kelly Pannek,Play,,0,t,54,82,58.38878317,Indirect,Abby Roque,37,10,41.62030754,,,,1038,Maria Sorokina,Goalie,180.3388352,38.7753236,Maria Batalova,Center,176.3973105,40.0671952,Anna Savonina,Defense,173.8471232,47.69088589,Veronika Korzhakova,Center,157.5194826,31.19478023,Oxana Bratishcheva,Center,159.4161967,47.24625445,Viivi Vainikka,Center,174.1631883,37.16064499,Ronja Savolainen,Defense,167.3097892,35.33176872,Nelli Laitinen,Defense,146.2256753,24.65045173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
