game_date,season_year,team_name,opp_team_name,venue,period,clock_seconds,situation_type,goals_for,goals_against,player_name,event,event_successful,x_coord,y_coord,event_type,player_name_2,x_coord_2,y_coord_2,event_detail_1,event_detail_2,event_detail_3,game_seconds,away_player_1,away_position_1,away_x_1,away_y_1,away_player_2,away_position_2,away_x_2,away_y_2,away_player_3,away_position_3,away_x_3,away_y_3,away_player_4,away_position_4,away_x_4,away_y_4,away_player_5,away_position_5,away_x_5,away_y_5,home_player_1,home_position_1,home_x_1,home_y_1,home_player_2,home_position_2,home_x_2,home_y_2,home_player_3,home_position_3,home_x_3,home_y_3,home_player_4,home_position_4,home_x_4,home_y_4,home_player_5,home_position_5,home_x_5,home_y_5,away_player_6,away_position_6,away_x_6,away_y_6,home_player_6,home_position_6,home_x_6,home_y_6,away_player_7,away_position_7,away_x_7,away_y_7,home_player_7,home_position_7,home_x_7,home_y_7,away_player_10,away_position_10,away_x_10,away_y_10,away_player_8,away_position_8,away_x_8,away_y_8,away_player_9,away_position_9,away_x_9,away_y_9,home_player_10,home_position_10,home_x_10,home_y_10,home_player_8,home_position_8,home_x_8,home_y_8,home_player_9,home_position_9,home_x_9,home_y_9
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,240,5 on 4,2,3,Kendall Coyne Schofield,Puck Recovery,t,176,0,,,,,,,,2160,Sarah Nurse,Center,148.01118219666665,65.37041622033333,Jillian Saulnier,Center,167.20558371333334,73.96378837733333,Ashton Bell,Defense,177.60373951000003,57.427820116666666,Natalie Spooner,Center,165.55441395333335,51.514567961000004,,,,,Kendall Coyne Schofield,Center,161.42449931666667,64.00845541466667,Megan Keller,Defense,137.00839897647057,45.24272952647059,Hannah Brandt,Center,150.96830452666666,45.54062080933333,Hilary Knight,Center,166.5638106,75.07869293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,236,5 on 4,2,3,Kendall Coyne Schofield,Play,f,178,1,Direct,Megan Keller,143.0,1.0,,,,2164,Sarah Nurse,Center,160.79817014999998,71.117685765,Ashton Bell,Defense,178.42483782,76.79969720566666,Natalie Spooner,Center,173.92741313333332,63.16233049966666,Jillian Saulnier,Center,168.69887068,75.52441039666665,,,,,Hannah Brandt,Center,175.59315547,70.191177483,Hilary Knight,Center,166.5638106,75.07869293,Kendall Coyne Schofield,Center,172.86046780666666,77.43090709100001,Savannah Harmon,Defense,164.24504496333333,46.786430583333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,2,235,4 on 5,3,2,Sarah Nurse,Takeaway,t,166,84,,,,,,,,2165,Sarah Nurse,Center,161.22775727666667,72.16167806933332,Ashton Bell,Defense,178.20438624333335,77.53038583333334,Natalie Spooner,Center,175.19624601666666,63.876673673,Jillian Saulnier,Center,169.05916304,76.04912712100001,,,,,Hilary Knight,Center,166.5638106,75.07869293,Kendall Coyne Schofield,Center,173.42114700666667,77.64329726133333,Hannah Brandt,Center,180.19841276999998,71.17564149633334,Savannah Harmon,Defense,172.72509427333335,45.19709679733333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,2,234,4 on 5,3,2,Sarah Nurse,Dump In/Out,f,162,84,,,,,,,,2166,Sarah Nurse,Center,160.65893714999999,73.10560521999999,Ashton Bell,Defense,178.77080393333333,76.61169164566667,Natalie Spooner,Center,173.21197827333333,63.48427528366666,Jillian Saulnier,Center,169.03863131666668,76.87195454399999,,,,,Hilary Knight,Center,166.34721705333334,74.92044776866668,Kendall Coyne Schofield,Center,174.02449901999998,77.081980699,Hannah Brandt,Center,175.19836582666667,70.55961244266668,Savannah Harmon,Defense,165.62962278333333,42.74412877766667,Megan Keller,Defense,142.61534694285714,73.06204881857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,229,5 on 4,2,3,Savannah Harmon,Puck Recovery,t,48,79,,,,,,,,2171,Natalie Spooner,Center,75.65597440500001,24.99738513,,,,,,,,,,,,,,,,,Savannah Harmon,Defense,69.32106638166667,16.496786679333333,Maddie Rooney,Goalie,7.97885514,38.28522989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,226,5 on 4,2,3,Savannah Harmon,Play,t,6,30,Indirect,Megan Keller,4.0,53.0,,,,2174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,223,5 on 4,2,3,Megan Keller,Play,t,29,73,Direct,Hilary Knight,55.0,79.0,,,,2177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,221,5 on 4,2,3,Hilary Knight,Play,t,72,76,Direct,Kendall Coyne Schofield,108.0,36.0,,,,2179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,220,5 on 4,2,3,Kendall Coyne Schofield,Dump In/Out,f,108,36,,,,,,,,2180,Ashton Bell,Defense,118.81003765263158,22.817377512105264,Blayre Turnbull,Center,100.29069165789474,59.56646556736842,,,80.18034721684211,19.165569435789475,,,115.1504500894737,43.60750246947369,,,,,,,82.40340419526315,50.57318823789473,,,94.64414824578948,66.4289317331579,Hannah Brandt,Center,85.24749452947368,18.41814907894737,Kendall Coyne Schofield,Center,104.46333858421052,50.89350138736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,220,4 on 5,3,2,Kendall Coyne Schofield,Zone Entry,f,124,44,Dumped,Ashton Bell,,,,,,2180,Ashton Bell,Defense,118.81003765263158,22.817377512105264,Blayre Turnbull,Center,100.29069165789474,59.56646556736842,,,80.18034721684211,19.165569435789475,,,115.1504500894737,43.60750246947369,,,,,,,82.40340419526315,50.57318823789473,,,94.64414824578948,66.4289317331579,Hannah Brandt,Center,85.24749452947368,18.41814907894737,Kendall Coyne Schofield,Center,104.46333858421052,50.89350138736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,2,216,4 on 5,3,2,Ashton Bell,Puck Recovery,t,197,21,,,,,,,,2184,Ashton Bell,Defense,182.95103871333333,25.923142443,Blayre Turnbull,Center,173.57999811333332,36.21315092933333,Ann-Renee Desbiens,Goalie,185.71197737,40.71647483899999,,,,,,,,,Kendall Coyne Schofield,Center,171.84484364333332,20.51715942,Hannah Brandt,Center,156.04226373,23.621863023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,2,209,4 on 5,3,2,Blayre Turnbull,Puck Recovery,t,192,9,,,,,,,,2191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,208,5 on 4,2,3,Jincy Dunne,Takeaway,t,187,79,,,,,,,,2192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,205,5 on 4,2,3,Jincy Dunne,Play,t,144,83,Indirect,Abby Roque,130.0,84.0,,,,2195,Emily Clark,Center,157.12674847142856,21.82333326142857,Ashton Bell,Defense,185.71287977142856,23.059328367142857,,,175.3706168142857,31.72392758714286,Ann-Renee Desbiens,Goalie,185.734377,38.83262763571429,Blayre Turnbull,Center,158.46341464285712,11.0,Hilary Knight,Center,174.81388197142857,29.355894010000004,Jincy Dunne,Defense,155.3484214285714,10.613785818571428,Abby Roque,Center,133.71875,7.0,,,188.73576559999998,24.321559032499998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,204,5 on 4,2,3,Abby Roque,Play,f,130,84,Indirect,Hilary Knight,179.0,44.0,,,,2196,Emily Clark,Center,154.2067216862069,27.302834503103448,Ashton Bell,Defense,184.40543722413796,29.314491651724136,,,170.60801231034483,34.52957596896552,Ann-Renee Desbiens,Goalie,184.90832031034483,38.57736195137931,Blayre Turnbull,Center,149.243902437931,11.0,Hilary Knight,Center,173.09499749310345,33.66568781344827,Jincy Dunne,Defense,146.26439912068966,11.328172387931035,,,187.15997960344828,29.158826898275862,Abby Roque,Center,132.03946295172415,6.994408201310345,Cayla Barnes,Defense,140.54119243809524,63.98151099952381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,2,202,4 on 5,3,2,Ashton Bell,Takeaway,t,197,21,,,,,,,,2198,Emily Clark,Center,141.89926201666668,23.942920449666666,Ashton Bell,Defense,184.04307134333334,32.45329405333333,,,174.79558510666666,42.91750543566666,Ann-Renee Desbiens,Goalie,185.81625371666667,39.411075700999994,Blayre Turnbull,Center,132.25806451851852,7.0,Hilary Knight,Center,179.02620804,36.972497149666665,Cayla Barnes,Defense,133.99244035454547,71.49260111863636,Jincy Dunne,Defense,126.86014938214285,22.417792074999998,,,182.38383101333332,40.48659064766667,Abby Roque,Center,126.44401544761905,6.007722007714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,2,201,4 on 5,3,2,Ashton Bell,Play,t,192,10,Direct,Emily Clark,175.0,18.0,,,,2199,Emily Clark,Center,153.55019016333333,24.15439041233333,,,178.71966614666664,42.183072704666664,Ann-Renee Desbiens,Goalie,185.27882380666668,40.05935651,Ashton Bell,Defense,191.71995059,26.412050536,,,,,Hilary Knight,Center,187.8158661566667,31.25446309133333,,,180.82018839,38.640350035666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,2,199,4 on 5,3,2,Emily Clark,Dump In/Out,f,176,17,,,,,,,,2201,Emily Clark,Center,175.04440862666667,20.833930672333334,,,182.73149559666666,31.194339947,Ann-Renee Desbiens,Goalie,186.53805568333334,39.232036224666665,Ashton Bell,Defense,184.83508382,12.974405705,Blayre Turnbull,Center,155.22662621333333,14.0455821493,Hilary Knight,Center,180.45343429000002,11.015091215233333,,,188.61363636666667,28.364832536,Abby Roque,Center,155.68836090416667,10.530497904458334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,195,5 on 4,2,3,Cayla Barnes,Puck Recovery,t,69,20,,,,,,,,2205,,,,,,,,,,,,,,,,,,,,,Jincy Dunne,Defense,100.57868114,34.109844751333334,Cayla Barnes,Defense,97.86044001666667,47.99297158633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,194,5 on 4,2,3,Cayla Barnes,Play,t,50,39,Direct,Abby Roque,123.0,83.0,,,,2206,,,,,,,,,,,,,,,,,,,,,Jincy Dunne,Defense,86.74776016875,27.792219170625,Cayla Barnes,Defense,67.69722771,52.46943206866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,192,4 on 5,3,2,Abby Roque,Zone Entry,f,125,83,Carried,Ashton Bell,,,,,,2208,Emily Clark,Center,98.86111110916666,21.03125,Ashton Bell,Defense,125.5,29.527777778333334,Renata Fast,Defense,125.78125,50.262499999999996,,,,,,,,,Jincy Dunne,Defense,97.397887325,3.2306338027500003,Abby Roque,Center,122.5,2.8125,Amanda Kessel,Center,113.19517543333335,53.94298245666667,Alex Carpenter,Left Wing,117.78125,74.265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,192,5 on 4,2,3,Abby Roque,Play,f,127,82,Indirect,Amanda Kessel,122.0,43.0,,,,2208,Emily Clark,Center,98.86111110916666,21.03125,Ashton Bell,Defense,125.5,29.527777778333334,Renata Fast,Defense,125.78125,50.262499999999996,,,,,,,,,Jincy Dunne,Defense,97.397887325,3.2306338027500003,Abby Roque,Center,122.5,2.8125,Amanda Kessel,Center,113.19517543333335,53.94298245666667,Alex Carpenter,Left Wing,117.78125,74.265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,2,191,4 on 5,3,2,Emily Clark,Takeaway,t,135,21,,,,,,,,2209,Emily Clark,Center,111.69035948000001,14.683823529666666,Ashton Bell,Defense,125.71785714333333,14.6996031745,Renata Fast,Defense,130.24583333333334,42.87,,,,,,,,,Jincy Dunne,Defense,104.64436619866666,3.1566901408666665,Abby Roque,Center,123.92063492000001,3.2926587301666665,Amanda Kessel,Center,121.57675438666666,44.179824561333334,Alex Carpenter,Left Wing,121.71875,65.734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,2,188,4 on 5,3,2,Ashton Bell,Puck Recovery,t,166,1,,,,,,,,2212,Emily Clark,Center,162.11546105333335,9.545906200433334,Ashton Bell,Defense,160.575,3.8583333333333334,Renata Fast,Defense,166.13235294,27.51470588233333,Ann-Renee Desbiens,Goalie,184.16910511333333,40.083380682,,,,,Jincy Dunne,Defense,129.64913793,2.8431034482666666,Abby Roque,Center,148.13888889,5.423611111133334,Amanda Kessel,Center,164.48928571666664,7.314285714433334,Alex Carpenter,Left Wing,152.67279412000002,35.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,181,5 on 4,2,3,Jincy Dunne,Puck Recovery,t,148,83,,,,,,,,2219,Emily Clark,Center,179.2625,4.634375,Ashton Bell,Defense,172.95967742,1.6814516130000001,Renata Fast,Defense,176.72022671000002,11.989377807666667,Ann-Renee Desbiens,Goalie,185.75,40.052702702666664,Marie-Philip Poulin,Center,159.35357143000002,6.167857142866667,Jincy Dunne,Defense,147.37090164,2.8872950819666667,Abby Roque,Center,166.56865285,1.75,Amanda Kessel,Center,175.73780487666667,3.4878048780666666,Alex Carpenter,Left Wing,162.87719711333332,7.0109463277,Cayla Barnes,Defense,158.77821428666667,49.262857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,180,5 on 4,2,3,Jincy Dunne,Play,t,143,67,Direct,Cayla Barnes,162.0,24.0,,,,2220,Emily Clark,Center,179.82630208333333,9.05625,Ashton Bell,Defense,173.47363479333333,2.6863636713,Renata Fast,Defense,172.68644067666668,20.866525424,Ann-Renee Desbiens,Goalie,184.8125,40.52173423433333,Marie-Philip Poulin,Center,156.75,11.5625000001,Jincy Dunne,Defense,143.15419293666667,5.604728877833334,Abby Roque,Center,164.92171505333332,4.585052910066667,Amanda Kessel,Center,175.5985417866667,8.166855738299999,Alex Carpenter,Left Wing,163.37923729000002,15.480932203166667,Cayla Barnes,Defense,156.22958333333332,47.805416666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,179,5 on 4,2,3,Cayla Barnes,Shot,f,162,24,Slapshot,,,,On Net,f,t,2221,Emily Clark,Center,180.06640625,20.1875,Ashton Bell,Defense,175.74375,12.401250000000001,Renata Fast,Defense,168.14675141666666,32.60734463233333,Ann-Renee Desbiens,Goalie,183.59294872,42.458333333333336,Marie-Philip Poulin,Center,150.65267856999998,20.800892857,Jincy Dunne,Defense,142.58397436333334,19.558974358666667,Abby Roque,Center,164.76190476333335,13.851190476166666,Amanda Kessel,Center,175.85319767333334,21.616279069666668,Alex Carpenter,Left Wing,164.56179921333333,29.06998044366667,Cayla Barnes,Defense,159.56971153666666,55.63221153866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,2,176,4 on 5,3,2,Marie-Philip Poulin,Puck Recovery,t,172,85,,,,,,,,2224,Emily Clark,Center,179.41662779666666,52.405597015333335,Ashton Bell,Defense,181.6105263166667,42.13552631566667,Renata Fast,Defense,182.66443452333334,57.70724206366666,Ann-Renee Desbiens,Goalie,186.31103480000002,45.47976190466667,Marie-Philip Poulin,Center,171.93333333333334,59.39791666666667,Abby Roque,Center,166.98674242666667,49.445075757333335,Amanda Kessel,Center,177.22794117666666,62.115196078333334,Alex Carpenter,Left Wing,186.4375,60.18103448266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,2,174,4 on 5,3,2,Marie-Philip Poulin,Puck Recovery,t,174,82,,,,,,,,2226,Emily Clark,Center,165.13059701666668,57.394687745000006,Ashton Bell,Defense,180.3473684233333,49.872368421000004,Renata Fast,Defense,179.75,78.25,Ann-Renee Desbiens,Goalie,188.31860905,45.0,Marie-Philip Poulin,Center,173.0170454533333,84.366477273,Abby Roque,Center,158.91203703666667,67.375,Amanda Kessel,Center,171.64961636666666,83.21867007666667,Alex Carpenter,Left Wing,178.48204787,82.35726950333333,Jincy Dunne,Defense,136.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,2,174,4 on 5,3,2,Marie-Philip Poulin,Play,t,174,82,Direct,Renata Fast,183.0,81.0,,,,2226,Emily Clark,Center,165.13059701666668,57.394687745000006,Ashton Bell,Defense,180.3473684233333,49.872368421000004,Renata Fast,Defense,179.75,78.25,Ann-Renee Desbiens,Goalie,188.31860905,45.0,Marie-Philip Poulin,Center,173.0170454533333,84.366477273,Abby Roque,Center,158.91203703666667,67.375,Amanda Kessel,Center,171.64961636666666,83.21867007666667,Alex Carpenter,Left Wing,178.48204787,82.35726950333333,Jincy Dunne,Defense,136.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,170,5 on 4,2,3,Alex Carpenter,Puck Recovery,t,179,1,,,,,,,,2230,Emily Clark,Center,170.00625,63.34583333333333,Ashton Bell,Defense,184.34047618666668,68.57690476333333,Renata Fast,Defense,181.50235849,81.94339622633333,Ann-Renee Desbiens,Goalie,187.8448275904762,44.83620689714286,Marie-Philip Poulin,Center,187.94615384666668,79.05384615366667,Abby Roque,Center,186.54566135,77.85799718566666,Amanda Kessel,Center,189.79560810666666,77.05067567533334,Alex Carpenter,Left Wing,175.67448406,80.68738273933333,Jincy Dunne,Defense,167.17333333333332,51.725833333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,170,5 on 4,2,3,Alex Carpenter,Play,t,179,1,Direct,Cayla Barnes,144.0,1.0,,,,2230,Emily Clark,Center,170.00625,63.34583333333333,Ashton Bell,Defense,184.34047618666668,68.57690476333333,Renata Fast,Defense,181.50235849,81.94339622633333,Ann-Renee Desbiens,Goalie,187.8448275904762,44.83620689714286,Marie-Philip Poulin,Center,187.94615384666668,79.05384615366667,Abby Roque,Center,186.54566135,77.85799718566666,Amanda Kessel,Center,189.79560810666666,77.05067567533334,Alex Carpenter,Left Wing,175.67448406,80.68738273933333,Jincy Dunne,Defense,167.17333333333332,51.725833333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,169,5 on 4,2,3,Cayla Barnes,Play,t,144,1,Direct,Jincy Dunne,135.0,40.0,,,,2231,Emily Clark,Center,165.60958333333335,73.53416666666666,Ashton Bell,Defense,180.50000000333333,69.78124999833334,Renata Fast,Defense,182.38267729333333,81.58902082,Marie-Philip Poulin,Center,189.33076923333334,77.66923076933334,,,,,Abby Roque,Center,184.32607466,80.69598416333334,Amanda Kessel,Center,191.11317567666669,76.847972973,Alex Carpenter,Left Wing,173.52776442,81.318028846,Jincy Dunne,Defense,159.79051282,59.83153846166667,Cayla Barnes,Defense,137.94166665,83.65833333500001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,166,5 on 4,2,3,Jincy Dunne,Shot,f,152,61,Snapshot,,,,Blocked,t,f,2234,Emily Clark,Center,149.5325,53.215,Ashton Bell,Defense,161.40151515333335,40.80587121266667,Renata Fast,Defense,174.23019801666666,52.51113861366667,Marie-Philip Poulin,Center,184.53573588666669,58.860987903,Ann-Renee Desbiens,Goalie,183.725,42.075,Abby Roque,Center,171.41919191999997,57.161616161333335,Amanda Kessel,Center,188.640625,66.1328125,Alex Carpenter,Left Wing,160.96721311333334,63.59631147533333,Jincy Dunne,Defense,142.861875,31.5025,Cayla Barnes,Defense,134.04591836666665,74.87755102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,164,5 on 4,2,3,Jincy Dunne,Puck Recovery,t,158,60,,,,,,,,2236,Emily Clark,Center,164.48999999999998,39.335,Ashton Bell,Defense,169.75625,30.0,Renata Fast,Defense,170.29298245666666,34.40362487033334,Marie-Philip Poulin,Center,168.07211538333334,43.859775641000006,Ann-Renee Desbiens,Goalie,183.94347826,41.96304347833333,Abby Roque,Center,169.84154040333334,34.591919192,Amanda Kessel,Center,186.75735294,59.382352941,Alex Carpenter,Left Wing,171.00625,47.940625,Jincy Dunne,Defense,157.27833333333334,20.895333333333333,Cayla Barnes,Defense,154.025,57.887499999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,164,5 on 4,2,3,Jincy Dunne,Play,f,158,60,Direct,Cayla Barnes,154.0,30.0,,,,2236,Emily Clark,Center,164.48999999999998,39.335,Ashton Bell,Defense,169.75625,30.0,Renata Fast,Defense,170.29298245666666,34.40362487033334,Marie-Philip Poulin,Center,168.07211538333334,43.859775641000006,Ann-Renee Desbiens,Goalie,183.94347826,41.96304347833333,Abby Roque,Center,169.84154040333334,34.591919192,Amanda Kessel,Center,186.75735294,59.382352941,Alex Carpenter,Left Wing,171.00625,47.940625,Jincy Dunne,Defense,157.27833333333334,20.895333333333333,Cayla Barnes,Defense,154.025,57.887499999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,2,164,4 on 5,3,2,Marie-Philip Poulin,Takeaway,t,156,45,,,,,,,,2236,Emily Clark,Center,164.48999999999998,39.335,Ashton Bell,Defense,169.75625,30.0,Renata Fast,Defense,170.29298245666666,34.40362487033334,Marie-Philip Poulin,Center,168.07211538333334,43.859775641000006,Ann-Renee Desbiens,Goalie,183.94347826,41.96304347833333,Abby Roque,Center,169.84154040333334,34.591919192,Amanda Kessel,Center,186.75735294,59.382352941,Alex Carpenter,Left Wing,171.00625,47.940625,Jincy Dunne,Defense,157.27833333333334,20.895333333333333,Cayla Barnes,Defense,154.025,57.887499999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,2,160,5 on 4,2,3,Marie-Philip Poulin,Zone Entry,t,74,43,Carried,Cayla Barnes,,,,,,2240,Marie-Philip Poulin,Center,95.91385134766666,43.70777027,,,,,,,,,,,,,,,,,Jincy Dunne,Defense,109.63282938133332,39.38637376233333,Cayla Barnes,Defense,100.86547619,52.19166666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,2,158,4 on 5,3,2,Marie-Philip Poulin,Shot,f,28,43,Snapshot,,,,On Net,f,f,2242,Marie-Philip Poulin,Center,49.249416083,43.571488155333334,,,,,,,,,,,,,,,,,Jincy Dunne,Defense,59.039634146333334,43.115853658,Cayla Barnes,Defense,54.70681818166667,44.111363636,Maddie Rooney,Goalie,20.30882352933333,42.84558823533334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,155,5 on 4,2,3,Cayla Barnes,Puck Recovery,t,16,44,,,,,,,,2245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,155,5 on 4,2,3,Cayla Barnes,Penalty Taken,f,74,41,Hooking,Marie-Philip Poulin,,,,,,2245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,155,5 on 4,2,4,Hannah Brandt,Faceoff Win,t,100,42,Forehand,Blayre Turnbull,,,,,,2245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,2,153,5 on 4,2,4,Megan Keller,Puck Recovery,t,83,26,,,,,,,,2247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
